"Cherubini, Giovanni",L' Italia rurale del basso Medioevo.,===> Solicitar a/por: DIMED:I2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cherubini, Giovanni","Il lavoro, la taverna, la strada: scorci di Medioevo.",===> Solicitar a/por: DIMED:I2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chesnut, Glenn F.","The first christian histories: Eusebius, Socrates, Sozomen, Theodoret and Evagrius.",===> Solicitar a/por: DIMED:J4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chevalier, Bernard","Les bonnes villes, l'Etat et la societé dans la France de la fin du XVe siécle.",===> Solicitar a/por: DIMED:J3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chevalier, Jacques M.",A postmodern revelation: signs of astrology and the Apocalypse.,===> Solicitar a/por: DIMED:L214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chiellini Nari, Mónica",La campagna toscana nel Medioevo.,===> Solicitar a/por: DIMED:N5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chiodi, Giulio, ed.",L' immaginario e il potere.,===> Solicitar a/por: DIMED:G1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chitty, Derwas J.",The desert a City: an introduction to study of egypcian and palestinian monasticism under the Christian Empire.,===> Solicitar a/por: DIMED:I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christe, Yves; Velmans, Tania; Losowska, Hanna; Recht, Roland",La grammaire des formes et des styles.,===> Solicitar a/por: DIMED:F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christiansen, Eric","The Northern Crusades: the Baltic and the catholic frontier, 1100-1116.",===> Solicitar a/por: DIMED:D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pizan, Christine de; Hicks, Eric, ed.; Moreau, Thérése, ed.",Le livre des faits et bonnes moeurs du roi Charles V le Sage.,===> Solicitar a/por: DIMED:J1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dahan, Gilbert","L' exégése chretienne de la Bible en Occident médiéval, XIIe-XIV siécle.",===> Solicitar a/por: DIMED:N5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dalarun, Jacques; Toubert, Pierre, pról.m","L' imposible sainteté: la vie retrouvée de Robert d'Arbrissel, 1045-1116, fondateur de Fontevraud.",===> Solicitar a/por: DIMED:L415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damiata, Marino",Pietá e storia nellÁrbor vitae di Ubertino da Casale.,===> Solicitar a/por: DIMED:F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Alighieri,Tympans romans: textos de Dante.,===> Solicitar a/por: DIMED:N5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darnton, Robert","Gens de lettres, gens du livre.",===> Solicitar a/por: DIMED:L422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davy, Marie Madeleine",Encyclopédie des mystiques.,"===> Solicitar a/por: DIMED:H3, a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davy, Marie Madeleine","Initiation á la symbolique romane, XIIe siécle.",===> Solicitar a/por: DIMED:N5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lupo, Silvia",La frontera sur de Egipto en el tercer milenio a.C.: una perspectiva de análisis.,===> Solicitar a/por: DEGIP:2-1-33b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Certeau, Michel de",La fábula mística: siglos XVI-XVII.,===> Solicitar a/por: DIMED:J3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dalmases, Nuria de; Jose I Pitarch, Antoni",Historia de l'art catalá.,"===> Solicitar a/por: DIMED:E4a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Giorgio, Michela, dir.; Klapisch Zuber, Christiane, dir.",Storia del matrimonio.,===> Solicitar a/por: DIMED:I2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De la Iglesia Duarte, José Ignacio, ed.",La vida cotidiana en la Edad Media.,===> Solicitar a/por: DIMED:M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Libera, Alain",Penser au Moyen Age.,===> Solicitar a/por: DIMED:E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Libera, Alain",La philosophie médiévale.,===> Solicitar a/por: DIMED:D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Libera, Alain",La querelle des universaux: de Platon á la fin du Moyen Age.,===> Solicitar a/por: DIMED:H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Maio, Domenico",La malatia mentale nel Medioevo islamico.,===> Solicitar a/por: DIMED:D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Moxó y Montoliu, Francisco","Estudios sobre las relaciones entre Aragón y Castilla, siglos  XIII-XIV.",===> Solicitar a/por: DIMED:B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marques, A.H. de Oliveira, ed.; Rodrigues, Nuno José Pizarro Pinto, ed.","Cortes portuguesas: reinado de Alfonso IV, 1325-1357.",===> Solicitar a/por: DIMED:G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marques, A.H. de Oliveira, ed.; Rodrigues, Nuno José Pizarro Pinto, ed.","Cortes portuguesas: reinado de Pedro I, 1357-1367.",===> Solicitar a/por: DIMED:G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pablo Maroto, Daniel de","Espiritualidad de la Alta Edad Media, siglos VII-XII.",===> Solicitar a/por: DIMED:M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delogu, Paolo; Guillou, André; Ortalli, Gherardo",Longobardi e bizantini.,===> Solicitar a/por: DIMED:B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delort, Robert, ed.",La France de l'an mil.,===> Solicitar a/por: DIMED:E139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delort, Robert",La vie au Moyen Age.,===> Solicitar a/por: DIMED:H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delumeau, Jean, dir.",La religion de ma mére: les femmes et la trasmission de la foi.,===> Solicitar a/por: DIMED:F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Demeulenaere, Bénédicte",Sainte Brigitte de Suéde: mystique et femme de tete.,===> Solicitar a/por: DIMED:H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Desnier, Lean Luc","La legitimité du prince, IIIe-XIIe siécles: la justice du fleuve.",===> Solicitar a/por: DIMED:L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Despy, Georges",Les tarifs de tonlieux.,===> Solicitar a/por: DIMED:B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dessi, Rosa María,ed.; Lawners, Michel, ed.","La parole du predicateur, Ve-XVe siécle.",===> Solicitar a/por: DIMED:L58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Devoto, Fernando",Estudios sobre la emigración italiana a la Argentina en la segunda mitad del siglo XIX.,===> Solicitar a/por: DIMED:E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deyermond, Alan",La literatura perdida de la Edad Media castellana.,===> Solicitar a/por: DIMED:D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dezinger, Henricus; Schonmetzer, Adolfus",Enchiridion symbolorum: definitionum et declarationum de rebus fidei et morum.,===> Solicitar a/por: DIMED:G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Di Mauro, Baldissera, ed.",I mondi di Francesco: affreschi letterari dal ciclo giottesco di Assisi.,===> Solicitar a/por: DIMED:N312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diago Hernando, Máximo",Soria en la Baja Edad Media: espacio rural y economía agraria.,===> Solicitar a/por: DIMED:D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Díaz y Díaz, Manuel C.",Anécdota wisigothica I: estudios y ediciones de textos literarios menores de época visigoda.,===> Solicitar a/por: DIMED:L412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dick Howard, A.E., ed.",Magna carta: text and commentary.,===> Solicitar a/por: DIMED:M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dillistone, F.W.",The power of symbols in religion and culture.,===> Solicitar a/por: DIMED:A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dinzelbacher, Peter",Revelationes.,===> Solicitar a/por: DIMED:B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dinzelbacher, Peter",Christliche mystik im Abendland.,===> Solicitar a/por: DIMED:J1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dionisotti, Carlo",Gli umanisti e il volgare fra Quattro e Cinquecento.,===> Solicitar a/por: DIMED:B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dioscorides; García Valdés, Manuela, ed.","Plantas y remedios medicinales: de materia médica, pseudo dioscórides.","===> Solicitar a/por: DIMED:K5a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dolan, Claire, ed.",Travail et travailleurs en Europe au Moyen Age et au début des  temps modernes.,===> Solicitar a/por: DIMED:E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Domínguez del Val, Ursicino",Historia de la antigua literatura latina hispano-cristiana.,"===> Solicitar a/por: DIMED:L26, L27, L28, L210, L211, L212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dondarini, Rolando","La descriptio civitatis Bononie eiusque comitatus del cardinale Anglico, 1371: introduzione ed edizione critica.",===> Solicitar a/por: DIMED:F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dosse, Francois",L' empire du sens: l'humanisation des sciences humaines.,===> Solicitar a/por: DIMED:J5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Driot, Marcel",Les péres du désert: vie et spiritualité.,===> Solicitar a/por: DIMED:E18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dronke, Peter",Las escritoras de la Edad Media.,===> Solicitar a/por: DIMED:D01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dubois, Jacques",Les martyrologes du moyen áge latin.,===> Solicitar a/por: DIMED:B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dubois, Jacques; Lemaitre, Jean Loup",Sources et méthodes de l'hagiographie médiévale.,===> Solicitar a/por: DIMED:D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dubuis, Roger, ed.",Les cent nouvelles nouvelles.,===> Solicitar a/por: DIMED:F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duby, Georges",L' histoire continue.,===> Solicitar a/por: DIMED:A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duby, Georges",Dames u XIIe siécle.,"===> Solicitar a/por: DIMED:G3a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duby, Georges; Geremek, Bronislaw",Passions communes: entretiens avec Philippe Sainteny.,===> Solicitar a/por: DIMED:D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ducellier, Alain",Le drame de Byzance: ideál et échec d'une societé chrétienne.,===> Solicitar a/por: DIMED:E128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dufournet, Jean",Philippe de Commynes: un historien a l'aube de temps modernes.,===> Solicitar a/por: DIMED:K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dufournet, Jean, dir.",Le chevalier au lion: approaches d¿un chef d'oeuvre.,===> Solicitar a/por: DIMED:B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dufournet, Jean; Fiorato, Adelin; Redondo, Agustin",Le pouvoir monarchique et ses supports idéologiques aux XIVe-XVIIe siécle.,===> Solicitar a/por: DIMED:D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duhamel Amado, Claudine, ed.; Lobrichon, Guy, ed.",Georges Duby: l'écriture de l'histoire.,===> Solicitar a/por: DIMED:K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dupront, Alphonse",Du sacré; croisades et pélerinages: images et langages.,===> Solicitar a/por: DIMED:F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dupront, Alphonse",Le mythe de croisade.,"===> Solicitar a/por: DIMED:L418, L419, L420, L421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fontaine, Jacques",L' art préroman hispanique: l´art mozarabe.,===> Solicitar a/por: DIMED:B67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duvernoy, Jean","Inquisition a Pamiers: cathares, juifs, lépreux...devant leurs  juges.",===> Solicitar a/por: DIMED:E224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GB Dyer, Christopher",Standars of living in the later Middle Ages: social changes in,===> Solicitar a/por: DIMED:H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eamon, William",Science and the secrets of nature: books of secrets in medieval and early modern culture.,===> Solicitar a/por: DIMED:I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eco, Humberto",Il problema estetico in Tommaso d'Aquino.,===> Solicitar a/por: DIMED:F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edbury, Peter W.; Rowe, John Gordon",William of Tyre: historian of the Latin East.,===> Solicitar a/por: DIMED:H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egeria; Maraval, Pierre, ed.; Díaz y Díaz, Manuel, ed.",Journal de voyage (itinéraire) et Valerius du Bierzo: lettre sur la bse. Egérie.,===> Solicitar a/por: DIMED:M2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eginardo; Halphen, Louis",Vie de Charlemagne.,===> Solicitar a/por: DIMED:M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elías, Norbert",El proceso de la civilización: investigaciones sociogenéticas.,===> Solicitar a/por: DIMED:H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enriquez Fernández, Javier; Hidalgo de Cisneros Amestoy, Concepción; Lorente Ruigomez, Araceli; Martínez Lahidalga, Adela","Fuentes documentales del país vasco: colección documental de los monasterios de Santo Domingo de Lequeitio, 1289-1520 y Santa Ana de Elorrio, 1480-1520.",===> Solicitar a/por: DIMED:H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epiney Burgard, Georgette; Zum Brunn, E.",Mujeres trovadoras de Dios: una tradición silenciada de la Europa  Medieval.,===> Solicitar a/por: DIMED:J5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
